PL_target,PL_pred
115.7627,121.5993987
122.5733,116.2923282
81.9267,99.84190191
113.2005,121.2707714
93.5282,119.2359251
131.6461,122.7982983
112.1752,112.1442522
119.8725,113.5982601
113.5061,118.2881717
101.696,109.2929305
81.12666667,100.2461444
131.4533333,123.2025408
112.8117204,105.3053372
101.3773958,96.66833473
128.4206061,119.3487489
121.2933333,123.2348476
122.3192708,122.400466
130.4533333,117.0933955
83.67333333,100.6429692
91.54104762,91.71754267
96.37895833,104.44711
127.7942708,106.5853429
127.3166667,117.4830699
96.18151515,99.99777369
117.3552778,121.4971887
126.4833333,117.1681721
113.2603226,123.1729176
125.3509091,124.3718172
87.71363636,105.2195616
100.0534375,112.7635343
122.0567647,115.171779
89.61483871,100.9562863
124.6671875,112.5032011
71.09,101.4154208
122.52,118.2419669
104.1031183,99.09747256
94.43572917,103.8059743
102.6148485,120.2378104
130.13,117.9270691
133.0957576,112.234051
96.69393939,102.1107288
125.8545455,117.2021452
128.7582796,115.9175889
126.6904167,108.1036044
113.1951961,98.58342107
100.8115152,101.7020962
109.3286022,103.7478419
103.2347917,121.9187305
134.2866667,125.4811037
113.2684314,114.8270576
132.3846667,108.467081
113.2597917,120.9709771
101.6445455,102.0655728
124.311828,121.6273118
137.3869892,113.6124876
84.02333333,102.5247073
129.6833333,118.6602358
113.8669697,113.3190757
95.88760417,102.4230412
130.2714943,113.969956
127.6829032,124.9913281
124.6433333,119.6842576
106.6,107.0379721
129.3588235,123.6983763
94.73290323,105.248265
102.18625,114.5819448
120.6593939,122.3364358
128.54,126.2225345
131.58,119.3693598
108.1654545,104.8029948
130.6575269,118.6207747
116.4998958,114.0167602
126.4742157,115.8822105
115.1381818,108.6390531
107.4239394,122.02613
100.0377083,103.1207257
111.3433333,113.0308888
134.2092157,114.6676406
111.8926042,105.1435742
137.3166667,118.9613541
121.0056989,114.3573396
87.32666667,94.99501308
122.2766667,116.22279
90.76133333,105.7053425
115.4626882,105.4788731
105.0233333,108.0598793
121.2433333,111.6825433
114.5048958,104.2052365
135.6783333,119.296653
133.2733333,127.2121349
101.4289216,108.0598793
101.5710753,103.796604
124.8659375,114.6587383
133.1266667,121.0363444
113.1254545,105.8090527
101.0666667,108.3900589
110.324375,104.5354162
104.2602857,109.918021
137.2767742,119.6268326
134.54,127.5423146
103.4180645,115.9340317
137.0925,110.5282918
116.0951613,117.7731849
99.77,104.9111325
106.3814583,104.8606305
113.4162745,124.3051557
124.3073958,122.7416207
102.5827083,108.7152732
134.6721569,110.8535062
108.4509091,101.3333228
135.7545098,115.9989128
134.3733333,127.8998356
131.3942708,126.9890254
130.0633333,121.6819549
119.1712121,102.5374606
105.2595833,105.1810266
107.8539216,110.5636315
122.4058333,115.6684286
111.7205208,124.6255519
127.6087619,117.5338789
108.2405747,101.6537189
102.2983333,104.7723941
123.7623958,124.3341331
128.91125,115.6200675
125.195,127.3047441
111.8879412,105.4967453
135.1135484,120.5881618
113.745625,124.9412706
134.89,128.5036437
109.6563636,107.561681
123.8329167,115.9312433
103.4966667,109.6625639
125.84,113.2852278
100.876381,111.190526
115.655,116.2953231
110.4515447,110.9176159
102.8487879,107.8728568
130.1413542,119.6147813
107.3889247,124.3046929
102.1612381,105.3992886
129.1866667,128.8471262
84.46,105.8584231
91.61,106.1651849
123.9025,116.6020849
120.0947059,118.4675352
111.2890909,111.2243777
130.7288889,112.1075586
110.1996875,124.6114547
112.4808824,115.6162135
132.79,122.3007134
102.2266667,110.271797
124.9541667,121.5085707
92.26878788,110.271797
92.55843137,108.4820899
95.78698925,106.0085217
123.8180952,108.2525591
115.1931579,119.0683057
97.9946875,110.5700961
129.7993939,120.5223135
130.655625,112.708329
114.9597143,103.1881457
100.0657576,106.3068208
127.8133333,123.5106221
110.9415625,128.4890653
133.2458065,122.1011104
132.2483333,122.1011104
101.09875,126.4542191
120.075,124.8906842
104.8753125,106.0253259
100.4637143,110.8643367
100.3615152,118.4083094
131.96,130.048899
136.525,123.1957244
122.060303,129.1079835
112.5,108.5736213
123.7933333,114.7772915
119.2730303,117.7873867
123.0122523,119.6528371
90.419,109.1353896
106.039697,125.7967565
100.2195833,106.8913522
86.70333333,107.3504868
118.841982,117.7097528
133.8933333,124.0873589
117.8033333,104.9428645
111.36,111.4410734
133.7933333,130.593329
103.8008333,98.71150605
118.2921905,119.9392829
112.3755333,112.6961254
103.1324242,111.4410734
104.3848958,107.1777981
135.0298039,118.7247129
107.5890909,113.2517368
105.5462745,127.3136572
109.110303,106.884764
103.8355914,109.9340676
100.8844762,119.2677475
134.515619,121.6759921
114.2778495,104.3418243
92.67,107.919634
89.64333333,108.1986875
127.2221212,118.6355874
110.0541667,127.5927107
96.21855856,99.27326089
135.1302151,114.1410611
111.667193,121.3859542
112.3410784,104.6208778
107.9032292,126.6449572
135.8693137,119.2864678
134.0848485,123.5151005
99.12619048,99.54875946
122.9447126,116.48583
124.8391228,128.938731
105.0052083,110.4886197
135.4127451,122.2305442
102.780303,121.6614527
131.5563636,127.5767905
121.3248333,106.052151
88.38666667,108.7462191
133.376,123.7871336
102.8830392,112.5503599
107.6182051,118.1972477
132.4333333,131.7349222
